Days	Within-host profile.Actual cases[a]	Within-host profile.Actual cases[b]	Within-host profile.Actual cases[c]	Within-host profile.Attack rate	Within-host profile.Attack rate by age[a]	Within-host profile.Attack rate by age[c]	Within-host profile.Attack rate by age[b]	Vaccines.Vaccination capacity	Tracing.Contact tracing capacity	Testing.Testing capacity	Mobility.Mobility index	Testing.Confirmed cases[a]	Testing.Confirmed cases[b]	Testing.Confirmed cases[c]	Within-host profile.Total cases[a]	Within-host profile.Total cases[b]	Within-host profile.Total cases[c]	Hospital.total in hospital[a]	Hospital.total in hospital[b]	Hospital.total in hospital[c]	Hospital.hospital admisions[a]	Hospital.hospital admisions[b]	Hospital.hospital admisions[c]	Hospital.hospital discharges[a]	Hospital.hospital discharges[b]	Hospital.hospital discharges[c]	Hospital.deaths in hospital[a]	Hospital.deaths in hospital[b]	Hospital.deaths in hospital[c]	Hospital Resources.Beds	Hospital Resources.occupied ward beds	Hospital.physical ward beds available	Hospital.expected beds freed	Hospital.Patients Waiting for Ward Bed[a]	Hospital.Patients Waiting for Ward Bed[b]	Hospital.Patients Waiting for Ward Bed[c]	Hospital.In Ward Overflow[a]	Hospital.In Ward Overflow[b]	Hospital.In Ward Overflow[c]	Hospital.physical ward beds needed	Hospital.physical ward beds gap	Hospital Resources.max available nurses	Hospital Resources.absent nurses	Hospital Resources.nurses at work	Hospital Resources.occupied nurses	Hospital Resources.available nurses	Hospital Resources.expected nurses freed	Hospital Resources.total nurses needed for incoming patients	Hospital Resources.nurses gap	Hospital Resources.extra staff needed for overflow patients	Hospital Resources.staffed ward beds available	Hospital Resources.staffed ward beds needed	Hospital Resources.staffed ward beds gap	Hospital Resources.ICU Beds	Hospital Resources.occupied ICU beds	Hospital.physical ICU beds available	Hospital.expected ICU beds freed	Hospital.Patients Waiting for ICU[a]	Hospital.Patients Waiting for ICU[b]	Hospital.Patients Waiting for ICU[c]	Hospital.In ICU Overflow[a]	Hospital.In ICU Overflow[b]	Hospital.In ICU Overflow[c]	Hospital.physical ICU beds needed	Hospital.physical ICU beds gap	Hospital Resources.max available ICU nurses	Hospital Resources.absent ICU nurses	Hospital Resources.ICU Nurses at work	Hospital Resources.occupied ICU nurses	Hospital Resources.available ICU nurses	Hospital Resources.expected ICU nurses freed	Hospital Resources.total ICU nurses needed for incoming patients	Hospital Resources.ICU nurses gap	Hospital Resources.max available physicians	Hospital Resources.absent physicians	Hospital Resources.physicians at work	Ventilators.ventilators in stock	Ventilators.ventilators in use	Ventilators.ventilators available	Ventilators.expected ventilators freed	Ventilators.ventilators needed for incoming ICU patients	Ventilators.gap in ventilators	Hospital Resources.staffed equipped ICU beds available	Hospital Resources.staffed equipped ICU beds needed	Hospital Resources.staffed equipped ICU beds gap	PPE.PPE	PPE.PPE needed	PPE.PPE gap	PPE.total PPE used	PPE.interrupted PPE supply	Hospital.In morgues	Hospital.In temporary morgues	Hospital.Antivirals administered[a]	Hospital.Antivirals administered[b]	Hospital.Antivirals administered[c]	Hospital.Previous vaccines administered[a]	Hospital.Previous vaccines administered[b]	Hospital.Previous vaccines administered[c]	Hospital.Total needed ICU[a]	Hospital.Total needed ICU[b]	Hospital.Total needed ICU[c]	Hospital.Total ICU admissions[a]	Hospital.Total ICU admissions[b]	Hospital.Total ICU admissions[c]	Hospital.Total needed Ward Bed[a]	Hospital.Total needed Ward Bed[b]	Hospital.Total needed Ward Bed[c]	Hospital.Total Ward admissions[a]	Hospital.Total Ward admissions[b]	Hospital.Total Ward admissions[c]	Hospital.Potential deaths due to lack of ICU[a]	Hospital.Potential deaths due to lack of ICU[b]	Hospital.Potential deaths due to lack of ICU[c]	Hospital.total deaths[a]	Hospital.total deaths[b]	Hospital.total deaths[c]	Hospital.Total Admissions[a]	Hospital.Total Admissions[b]	Hospital.Total Admissions[c]	Hospital Resources.total initial ward bed capacity	Hospital Resources.initial pandemic ward bed capacity	Hospital Resources.total initial ICU bed capacity	Hospital Resources.initial pandemic ICU bed capacity	Hospital Resources.stress code	Hospital.peak ICU demand	Hospital.peak demand ICU beds	Hospital.peak demand ICU nurses	Hospital.peak demand ventilators	Hospital.peak ward demand	Hospital.peak demand ward beds	Hospital.peak demand nurses	Hospital.peak demand PPE	Hospital Resources.activate surge strategy 1	Hospital Resources.activate surge strategy 2	PPE.activate surge strategy 3	Hospital Resources.activate surge strategy 4	Hospital.ICU admissions[a]	Hospital.ICU admissions[b]	Hospital.ICU admissions[c]	Hospital.ICU discharges[a]	Hospital.ICU discharges[b]	Hospital.ICU discharges[c]	Hospital.ward admissions[a]	Hospital.ward admissions[b]	Hospital.ward admissions[c]	Hospital.moving to ward overflow[a]	Hospital.moving to ward overflow[b]	Hospital.moving to ward overflow[c]	Hospital.moving to ICU overflow[a]	Hospital.moving to ICU overflow[b]	Hospital.moving to ICU overflow[c]	Hospital.at risk of dying from lack of ICU[a]	Hospital.at risk of dying from lack of ICU[b]	Hospital.at risk of dying from lack of ICU[c]	Hospital.deaths in ICU[a]	Hospital.deaths in ICU[b]	Hospital.deaths in ICU[c]	Hospital.deceased moved to morgue	Hospital.deceased moved to temporary morgues	Hospital Resources.pandemic ward demand factor	Hospital Resources.pandemic ICU demand factor	Hospital Resources.peak ward demand factor	Hospital Resources.peak ICU demand factor
87	20193.8399911	28548.0152151	82817.4520355	0.837607831121	0.909829362971	0.745916733298	0.913391147633	0	0	0	1	0	0	0	18528634.9444	23692723.3422	27956730.1676	84780.7955595	251246.365404	178995.83015	3392.02689507	10508.4000343	5869.66633417	11574.8814201	24159.1173486	11156.6573825	0.534987010891	8617.33571416	820.601526717	251351.835	253733.664216	-2381.82921578	33505.5906816	19702.5065561	34222.1428795	26156.3798045	11959.8613535	99520.5024071	40476.1903906	232037.583391	200913.821925	209459.8625	1494.89488602	207964.967614	50746.7328432	157218.234771	6701.11813633	46407.5166783	0	30391.3108303	0	232037.583391	198531.99271	13824.350925	9943.82878545	3880.52213955	1057.13340881	969.425177047	8093.85277952	1830.53290522	0.668733763614	7643.2152333	770.219891828	19307.9147207	14370.2591723	5027.0367	35.8774772644	4991.15922274	4971.91439273	19.2448300082	528.566704406	9653.95736034	9106.14582592	100540.734	2870.19818115	97670.5358188	12567.59175	5568.54411985	6999.04763015	591.994708935	10812.4322436	3221.3899045	38.4896600164	19307.9147207	18212.2916518	4167604.07629	558900.606372	0	14121673.5036	0	2972.39705493	52296.7115466	0	0	0	0	0	0	3844.29271482	219492.583154	17000.246127	2229.19265847	31627.9086073	3946.32993597	382367.824144	1094256.37792	356820.145798	274775.1825	560457.069868	241900.206352	645.00614554	172127.606533	10453.163394	645.00614554	209746.263537	13020.3611724	388522.694761	1143812.44822	369441.285747	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	97.4979831164	814.022928565	184.102157147	89.2694563676	300.533089583	81.5796179767	8243.45199276	14318.4112698	10943.7274191	0	716.552197851	0	0	6998.22971069	734.909836389	0.534987010891	7261.05447164	662.389106972	0	550.977330903	55.6224668023	994.772423891	9139.40960037	0.744851754159	4.40028182089	1.08935899327	4.54151880095
88	16249.4976272	23063.4894845	67646.6405344	0.8390307913	0.910723582649	0.747923631894	0.914385489564	0	0	0	1	0	0	0	18546845.6888	23718515.8719	28031948.1108	77260.8543569	231385.610416	173448.487959	2839.1724739	8817.58493368	5052.75399373	10984.0515448	22294.0876719	11083.9947326	0.193694876976	7943.54704579	791.022986537	251351.835	254505.919922	-3154.08492215	33445.684281	15484.8182468	30590.9792281	21601.5730996	9966.40044604	84717.8478972	37361.4130406	199723.031958	169431.432599	209459.8625	1243.61562816	208216.246872	50901.1839844	157315.062887	6689.1368562	39944.6063916	0	26409.1322768	0	199723.031958	166277.347677	13824.350925	9960.33618037	3864.01474463	1061.09404546	909.407378971	7465.71081263	1793.51945417	0.242118596221	7002.3214001	734.463506947	17905.6646714	12980.5558813	5027.0367	29.8467750759	4997.18992492	4980.16809018	17.02183474	530.54702273	8952.83233571	8405.26347824	100540.734	2387.74200608	98152.9919939	12567.59175	5577.78826101	6989.80348899	594.212665458	10027.172216	2443.15606154	34.04366948	17905.6646714	16810.5269565	4171809.13437	523893.95401	0	14663639.0692	0	2976.10548059	50778.2942752	0	0	0	0	0	0	3881.98435005	225997.897105	17763.4616021	2326.98741481	32437.0767205	4134.76534943	386189.334954	1105745.57719	363157.04939	282814.381619	575475.725886	252791.916648	645.347437674	179092.788172	11100.7132916	645.347437674	218035.355017	13826.6882628	391639.54363	1153479.64223	374907.14143	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	97.9409782952	804.039023177	193.157713468	90.8206232772	299.021159981	84.2784505471	7652.48912353	15117.8484688	10675.3466887	0	0	0	0	6370.57309769	698.38173923	0.193694876976	6652.20533009	631.638615974	0	548.205459965	57.4625799184	995.474743058	8438.8873139	0.692810185055	4.30410203456	1.08935899327	4.54151880095
89	13086.0120143	18645.6022724	55220.231368	0.840187627289	0.91144341096	0.749562405058	0.915189069428	0	0	0	1	0	0	0	18561504.9607	23739360.1679	28093368.8259	69723.2839378	212027.524862	167141.090233	2369.56456886	7377.51276181	4330.72089381	10402.3339654	20778.0802549	11000.8952745	0.0701282547112	7309.05912246	761.192485564	251351.835	255282.503558	-3930.66855759	33385.4378825	11206.6411078	24582.1318905	16421.4904575	8305.20813869	72042.0426551	34486.3281578	167043.842407	137589.073082	209459.8625	1031.22637302	208428.636127	51056.5007115	157372.135415	6677.0875765	33408.7684815	0	22966.7157903	0	167043.842407	133658.404525	13824.350925	9974.69136275	3849.65956225	1064.62433067	843.395286315	6901.3326533	1756.79701898	0.087660318389	6390.91794684	698.331138906	16590.8617047	11676.5778117	5027.0367	24.7494329524	5002.28726705	4987.34568137	14.9415856741	532.312165337	8295.43085233	7748.17710132	100540.734	1979.9546362	98560.7793638	12567.59175	5585.82716314	6981.76458686	596.189625178	9290.88255461	1712.92834257	29.8831713483	16590.8617047	15496.3542026	4174552.61255	488740.228633	0	15170510.0346	0	2979.3156833	48901.5347758	0	0	0	0	0	0	3913.61807782	231988.757941	18504.8313529	2424.66412689	33236.6074722	4332.40443159	389412.530757	1115458.10474	368645.900121	290315.754561	591197.10077	263460.850022	645.471004296	185459.899869	11717.2987635	645.471004296	225666.953768	14603.2518178	394244.772016	1161580.14537	379602.500402	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	97.1530856432	794.984004769	202.370411611	92.064614742	297.318762431	87.2227376653	7165.99756084	15718.8488035	10500.5915182	0	0	0	0	5806.82515128	662.289516952	0.0701282547112	6071.3720495	600.564779459	0	545.08439779	59.4700484082	996.082706409	7748.42708794	0.642019852371	4.19228223147	1.08935899327	4.54151880095
90	10546.1961131	15083.2327622	45052.3443845	0.841128034407	0.912023304273	0.750899797988	0.915838911275	0	0	0	1	0	0	0	18573314.4625	23756216.6079	28143493.9024	62240.7657233	193062.575301	160176.194938	1972.58051355	6156.93501765	3697.35015146	9841.98526579	19549.9762966	10914.7170348	0.0253903055445	6741.29432204	731.876987371	251351.835	256044.057644	-4692.22264416	33328.6576431	6872.09481329	16523.1218216	10619.4571952	6920.9021452	61262.8393987	31832.4906104	134030.905984	105394.470985	209459.8625	852.737382785	208607.125117	51208.8115288	157398.313588	6665.73152863	26806.1811969	0	20003.2464309	0	134030.905984	100702.248341	13824.350925	9987.18381299	3837.16711201	1067.71876453	773.680766867	6419.91963728	1721.21244549	0.0317378819306	5839.8836391	662.660294238	15417.3885209	10512.5026443	5027.0367	20.4656971868	5006.57100281	4993.5919065	12.9790963174	533.859382266	7708.69426043	7161.85578185	100540.734	1637.25577495	98903.4782251	12567.59175	5592.82293528	6974.76881472	597.922508137	8633.73757168	1061.04624882	25.9581926348	15417.3885209	14323.7115637	4176062.22503	453586.394463	0	15642218.9103	0	2982.09459876	46754.2658001	0	0	0	0	0	0	3940.08285278	237559.798998	19225.8927281	2520.85460578	34027.865659	4539.08032937	392125.017587	1123650.14104	373380.995574	297362.787686	607448.147142	273997.978737	645.515742245	191272.130063	12302.939659	645.515742245	232694.719472	15350.1690266	396416.424121	1168349.41684	383619.340805	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	94.9158261868	787.601298264	211.159832715	92.8078886876	295.493993645	90.3817496468	6733.49673929	16189.8794955	10405.2814084	0	0	0	0	5326.24268012	627.535488323	0.0253903055445	5547.88945714	569.887853044	0	541.738988348	61.6239202137	996.608990544	7097.54988963	0.593032596251	4.07094964781	1.08935899327	4.54151880095
91	8505.15101064	12208.0779013	36739.7746191	0.841892456333	0.912490799684	0.751990691102	0.916364732102	0	0	0	1	0	0	0	18582834.986	23769856.03	28184380.2414	54944.3934244	174528.963753	152695.436853	1638.38610955	5126.72788937	3145.42649695	9075.33169723	18151.863811	10674.4413762	0.00919269441822	6233.00294164	701.980871477	251351.835	250208.452543	1143.38245663	33219.7223728	3863.1625906	10136.2817754	6352.78836924	5767.33125812	52096.461356	29382.8746808	107598.90003	73235.7952007	209459.8625	703.465802367	208756.396698	50041.6905087	158714.706189	6643.94447456	21519.780006	0	17449.333459	1143.38245663	107598.90003	73235.7952007	13824.350925	9998.08805678	3826.26286822	1070.36455179	702.419442751	5990.51068983	1685.06399481	0.0114908680228	5357.52242222	627.825359845	14363.3534003	9466.72598031	5027.0367	16.8831792568	5010.15352074	4999.04402839	11.1094923535	535.182275896	7181.67670016	6635.38493191	100540.734	1350.65434054	99190.0796595	12567.59175	5598.9293118	6968.6624382	599.404149004	8043.47790418	475.411316972	22.2189847069	14363.3534003	13270.7698638	4176502.07051	418710.956216	0	16078851.3937	0	2984.50016995	44431.9103907	0	0	0	0	0	0	3962.16085006	242754.076442	19925.5553266	2614.19797658	34812.4273726	4754.3466923	394403.646567	1130547.97917	377451.7446	302650.348888	620732.825312	282335.396589	645.531939856	196593.615957	12858.3192797	645.531939856	239186.94076	16067.7863865	398222.287438	1173992.6426	387042.888037	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	91.6033011241	781.22916481	219.751070565	92.8951130858	293.615189184	93.7130762204	3863.1625906	10136.2817754	6352.78836924	0	0	0	0	4897.92715333	592.480458312	0.00919269441822	5089.64630111	539.929809467	0	538.294513505	63.8952792412	997.064568978	6504.44231137	0.546250549224	3.943001371	1.08935899327	4.54151880095
92	6863.47365433	9885.68828947	29949.0337705	0.842513796834	0.912867932161	0.752880134821	0.916790418079	0	0	0	1	0	0	0	18590515.2723	23780898.0245	28217716.3189	48174.358512	156937.647146	144998.657627	1358.07132591	4260.36316819	2667.28282677	8098.27883108	16450.056724	10242.2070787	0.00332826363663	5737.72212408	668.181407205	251351.835	236474.355345	14877.4796549	32842.796119	2541.23168652	7131.01828947	4436.4643526	4806.03671935	44301.5915105	27121.7648369	90338.1073954	42617.8316215	209459.8625	579.142506621	208880.719993	47294.871069	161585.848924	6568.5592238	18067.6214791	0	15245.8786134	14877.4796549	90338.1073954	42617.8316215	13824.350925	10007.6302602	3816.72066478	1072.55079482	630.821791688	5528.50317108	1641.25644672	0.00416032954579	4899.62775293	590.356961681	13290.5702844	8401.29882484	5027.0367	13.8994201589	5013.13727984	5003.81513011	9.32214973119	536.27539741	6645.28514222	6099.68759508	100540.734	1111.95361271	99428.7803873	12567.59175	5604.27294572	6963.31880428	600.628445099	7442.71935928	0	18.6442994624	13290.5702844	12199.3751902	4175533.11079	385057.964102	0	16481127.1354	0	2986.58255527	42013.4185873	0	0	0	0	0	0	3980.53320581	247490.941918	20593.3456156	2704.16944951	35590.0032372	4978.73469262	396315.189522	1136349.36694	380941.273562	305883.822748	629539.476567	287741.249567	645.537804287	201472.807757	13382.9975145	645.537804287	245180.582704	16753.8231383	399720.75584	1178687.11621	389950.894348	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	88.2433767845	773.362294721	229.589422776	92.3534605041	291.676655271	97.2300349431	2541.23168652	7131.01828947	4436.4643526	0	0	0	0	4437.3080768	550.061352439	0.00332826363663	4654.64636528	507.706987046	0	534.740534663	66.293205643	997.458940945	5951.72634295	0.501948059652	3.80478361536	1.08935899327	4.54151880095
93	5541.93235605	8008.45208339	24405.0298182	0.843018818843	0.913172354579	0.753605059761	0.917135193162	0	0	0	1	0	0	0	18596714.8214	23789841.2474	28244886.2831	42077.0850147	140603.360248	137290.372394	1123.696773	3534.09708218	2255.20078456	7125.91721762	14743.28905	9742.13789682	0.00120501545368	5230.45523555	628.872497125	251351.835	220321.384486	31030.4505144	32131.9831653	1868.57500037	5462.36740504	3421.93391667	4004.97004836	37673.0196117	25034.654909	77465.5208912	14303.0872115	209459.8625	475.959169673	208983.90333	44064.2768971	164919.626433	6426.39663305	15493.1041782	0	13342.5289138	31030.4505144	77465.5208912	14303.0872115	13824.350925	10015.9779379	3808.37298714	1074.27808867	559.492819037	5041.88413556	1590.03069779	0.0015062693171	4429.5120807	547.013102239	12167.9343416	7285.28326579	5027.0367	11.4230200722	5015.61367993	5007.98896893	7.6247109961	537.139044334	6083.9671708	5539.20341547	100540.734	913.841605773	99626.8923942	12567.59175	5608.9476452	6958.6441048	601.595729655	6814.04323129	0	15.2494219922	12167.9343416	11078.4068309	4172297.2222	353246.686075	0	16850607.7596	0	2988.38517438	39538.265348	0	0	0	0	0	0	3995.78797351	251742.614067	21223.8296237	2790.75372067	36358.8748285	5213.68836425	397917.292106	1141225.51427	383925.703626	308158.582018	636084.274787	291740.210067	645.539927535	205912.343023	13873.0974595	645.539927535	250673.64723	17403.4245929	400961.782322	1182584.9451	392413.392089	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	84.7654378425	763.865954593	240.896118225	91.2941984249	289.623158478	100.992249581	1868.57500037	5462.36740504	3421.93391667	0	0	0	0	3952.3566249	500.503187126	0.00120501545368	4208.03647667	470.431267925	0	530.975790543	68.8583519872	997.800329466	5407.86447846	0.46029318941	3.65579068609	1.08935899327	4.54151880095
94	4477.28407726	6490.0880937	19881.33295	0.843429286391	0.913418224623	0.754195705613	0.91741454664	0	0	0	1	0	0	0	18601721.954	23797087.48	28267023.5083	36657.3838238	125635.068139	129686.67742	928.280703045	2926.96897093	1901.69157978	6228.53822508	13136.0588779	9222.55424208	0.000436282218641	4717.98124366	584.674148951	251351.835	203831.001804	47520.8331958	31123.1492319	1462.40747182	4370.37610469	2777.24009076	3337.42458182	32036.2397438	23108.1550254	67091.8430183	0	209459.8625	390.574943901	209069.287556	40766.2003608	168303.087195	6224.62984638	13418.3686037	0	11696.3638702	47520.8331958	67091.8430183	0	13824.350925	10023.2799948	3801.07093022	1075.55404936	489.231890927	4560.99011915	1534.11023775	0.000545352773302	3950.71261342	497.959158176	11033.0045648	6156.3795852	5027.0367	9.37379865362	5017.66290135	5011.63999739	6.02290395691	537.777024678	5516.50228239	4972.70235375	100540.734	749.90389229	99790.8301077	12567.59175	5613.03679708	6954.55495292	602.31026764	6178.48255627	0	12.0458079138	11033.0045648	9945.40470751	4166122.75686	323563.556221	0	17189293.0309	0	2989.94561357	37016.0486422	0	0	0	0	0	0	4008.42917018	255529.518286	21816.0753925	2873.65603763	37117.7209811	5460.55510653	399259.360208	1145323.53643	386473.85333	309906.817648	641274.288243	294933.053597	645.540696268	209900.094572	14323.4508901	645.540696268	255655.5928	18011.2319727	401987.84727	1185815.84709	394492.787388	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	80.8113130865	753.38424853	253.404295654	89.7567355635	287.419435446	105.048792113	1462.40747182	4370.37610469	2777.24009076	0	0	0	0	3473.39026188	446.510380476	0.000436282218641	3753.17698275	428.244876031	0	526.93563165	71.6241764405	998.095852811	4857.51247787	0.421367442554	3.49803236916	1.08935899327	4.54151880095
95	3618.98135979	5261.30996878	16191.9000002	0.84376289571	0.913616908369	0.754676809482	0.917640971205	0	0	0	1	0	0	0	18605768.1398	23802960.7738	28285055.1336	31872.0363935	112041.881749	122262.586754	765.748646543	2420.67858935	1599.68176166	5424.16438042	11660.9572432	8703.5393082	0.000157958284868	4217.7802547	537.235620614	251351.835	187813.845774	63537.9892263	29879.4859643	1179.47199313	3566.34493771	2305.12066551	2781.14510341	27242.8562271	21329.9057094	58404.8446363	0	209459.8625	320.097474896	209139.765025	37562.7691547	171576.99587	5975.89719287	11680.9689273	0	10270.781408	63537.9892263	58404.8446363	0	13824.350925	10029.6858195	3794.66510553	1076.38638198	421.075285031	4105.90241389	1475.77055649	0.000197447856085	3480.50587103	444.874342756	9928.12866665	5057.07717914	5027.0367	7.6823393975	5019.3543606	5014.84290974	4.51145086693	538.193190991	4964.06433332	4421.35969147	100540.734	614.5871518	99926.1468482	12567.59175	5616.6240589	6950.9676911	602.77637391	5559.75205332	0	9.02290173385	9928.12866665	8842.71938293	4156927.43901	296113.226625	0	17499373.4107	0	2991.29640946	34450.3913088	0	0	0	0	0	0	4018.88613023	258887.774296	22370.8510451	2952.26967316	37865.8213644	5720.40246929	400383.411741	1148769.06347	388647.254838	311313.80466	645523.846452	297578.574531	645.540974592	213435.544647	14729.8036766	645.540974592	260129.572761	18573.1252821	402834.894073	1188489.88178	396244.186648	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	76.1382960053	742.424037865	266.846949846	87.7169651235	285.055146788	109.429672706	1179.47199313	3566.34493771	2305.12066551	0	0	0	0	3020.49313018	390.361272774	0.000157958284868	3306.48057748	382.59193477	0	522.601102445	74.6111404815	998.351672916	4305.2450046	0.385183418702	3.33412819089	1.08935899327	4.54151880095
96	2926.57406338	4266.40171982	13184.0978478	0.844034033878	0.913777539386	0.755068590588	0.917824551598	0	0	0	1	0	0	0	18609039.3834	23807722.72	28299738.9692	27663.7699385	99779.0872788	115070.175838	630.861622804	1999.39194221	1342.62580572	4712.39522378	10323.8521859	8194.42342329	0.0000571896325182	3744.37579062	488.190207834	251351.835	172595.208822	78756.6261777	28465.5733146	963.809093704	2933.82027517	1929.67561143	2317.58587995	23166.6769055	19688.4985873	51000.0663531	0	209459.8625	262.048975924	209197.813524	34519.0417645	174678.77176	5693.11466292	10200.0132706	0	9034.55227456	78756.6261777	51000.0663531	0	13824.350925	10035.3404593	3789.01046571	1076.77984495	356.161774021	3686.21722871	1416.52722297	0.0000714870406477	3033.96472583	389.546397406	8882.41742043	4016.62710977	5027.0367	6.28917542218	5020.74752458	5017.67022965	3.07729493147	538.389922475	4441.20871021	3899.74149281	100540.734	503.134033774	100037.599966	12567.59175	5619.7906572	6947.8010928	602.996713172	4974.15375544	0	6.15458986294	8882.41742043	7799.48298562	4145276.15478	270889.669875	0	17783085.8451	0	2992.46572739	31853.2244299	0	0	0	0	0	0	4027.52264808	261857.263278	22889.5834115	3025.81972722	38602.8515655	5994.05755807	401324.936619	1151668.8168	390500.409199	312470.992438	649056.124448	299807.173946	645.541075361	216534.229757	15089.452233	645.541075361	264115.37393	19086.6793981	403533.202883	1190700.02124	397715.871698	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	70.6551520588	731.269489916	281.009792839	85.1250537057	282.535033573	114.149619585	963.809093704	2933.82027517	1929.67561143	0	0	0	0	2603.28279389	333.592788162	0.0000571896325182	2882.26648954	335.009901769	0	517.980894884	77.8292860806	998.573123868	3764.23904532	0.35170031811	3.16663917201	1.08935899327	4.54151880095
97	2367.65512983	3460.5049279	10732.8595048	0.844254396571	0.913907463732	0.755387563818	0.917973435108	0	0	0	1	0	0	0	18611685.287	23811584.6534	28311693.9879	23973.581366	88773.0084812	108146.3847	519.134064075	1649.51075419	1124.56399155	4086.67208709	9120.53488392	7700.17153665	0.0000207058089438	3306.26505824	438.801713744	251351.835	158304.842836	93046.9921637	26938.9855766	791.606179464	2420.25064376	1619.22453158	1931.29236744	19700.3909711	18173.4031976	44636.1678909	0	209459.8625	214.324863169	209245.537637	31660.9685673	177584.56907	5387.79711532	8927.23357818	0	7961.01730722	93046.9921637	44636.1678909	0	13824.350925	10040.3743273	3783.97659765	1076.73638694	295.600042866	3305.10771551	1357.33290732	0.0000258822611798	2620.15939751	333.389403912	7911.58949299	3050.8765084	5027.0367	5.14379671607	5021.89290328	5020.18716367	1.70573961072	538.368193469	3955.7947465	3415.72081342	100540.734	411.503737285	100129.230263	12567.59175	5622.60962331	6944.98212669	602.972376686	4430.49011608	0	3.41147922143	7911.58949299	6831.44162684	4132188.7833	247820.920278	0	18042626.3336	0	2993.47794872	29246.5565614	0	0	0	0	0	0	4034.64558714	264477.228423	23373.9590429	3093.50440654	39328.6872679	6282.14888533	402113.738894	1154113.04709	392081.201595	313431.997627	652013.924367	301698.417422	645.541111845	219223.274043	15401.0878464	645.541111845	267644.392581	19550.9336382	404108.186846	1192524.50649	398949.859629	502703.67	251351.835	20108.1468	10054.0734	3	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	64.398777071	720.043518609	295.70557048	81.9357277722	279.870436988	119.211621951	791.606179464	2420.25064376	1619.22453158	0	0	0	0	2224.95984935	277.185041159	0.0000207058089438	2489.15142763	286.714887365	0	513.095801145	81.28065133	998.764823125	3247.26016299	0.320837259907	2.99784948316	1.08935899327	4.54151880095
